Timestamp,Raw,Filtered
1788706546249,-0.055878,0.308917
1788706546270,-0.630849,0.023766
1788706546299,-0.738804,-0.128266
1788706546319,-0.486222,-0.344902
1788706546340,-1.076141,-0.597579
1788706546361,-0.503735,-0.687150
1788706546381,-0.936145,-0.748209
1788706546402,-0.367159,-0.673880
1788706546424,-1.232356,-0.823107
1788706546444,-0.781243,-0.764128
1788706546466,-0.540909,-0.771562
1788706546487,-1.008466,-0.786027
1788706546508,-1.403155,-0.993226
1788706546529,-1.133697,-0.973494
1788706546553,-0.725621,-0.962370
1788706546573,-0.508767,-0.955941
1788706546597,-0.476359,-0.849520
1788706546619,-0.543856,-0.677660
1788706546641,-1.043102,-0.659541
1788706546668,-0.450790,-0.604575
1788706546689,-0.229574,-0.548736
1788706546709,0.052615,-0.442941
1788706546732,0.238377,-0.286495
1788706546753,-0.222127,-0.122300
1788706546777,0.374367,0.042732
1788706546798,-0.108744,0.066898
1788706546822,-0.109682,0.034438
1788706546845,0.839337,0.154630
1788706546866,0.667773,0.332610
1788706546887,0.714040,0.400545
1788706546911,0.343064,0.490906
1788706546931,1.091138,0.731070
1788706546952,0.597341,0.682671
1788706546980,1.400669,0.829250
1788706547000,1.053242,0.897091
1788706547020,1.338768,1.096232
1788706547042,0.781177,1.034239
1788706547062,1.124042,1.139580
1788706547083,0.911038,1.041653
1788706547104,1.050716,1.041148
1788706547125,1.157582,1.004911
1788706547145,0.626626,0.974001
1788706547166,0.831493,0.915491
1788706547187,0.213406,0.775965
1788706547207,0.986613,0.763144
1788706547227,0.412901,0.614208
1788706547248,-0.101942,0.468494
1788706547268,0.510734,0.404342
1788706547294,-0.343375,0.292986
1788706547315,0.067002,0.109064
1788706547336,0.326247,0.091733
1788706547357,-0.430963,0.025929
1788706547377,-0.165639,-0.109346
1788706547397,-0.548044,-0.150279
1788706547418,-0.711242,-0.305928
1788706547439,-0.196316,-0.410441
1788706547460,-0.478067,-0.419862
1788706547480,-0.965120,-0.579758
1788706547501,-0.751992,-0.620547
1788706547525,-1.366602,-0.751619
1788706547545,-1.281082,-0.968573
1788706547570,-0.568187,-0.986597
1788706547590,-0.936502,-0.980873
1788706547612,-1.441100,-1.118695
1788706547632,-0.724541,-0.990282
1788706547652,-0.569958,-0.848058
1788706547673,-1.271585,-0.988737
1788706547696,-0.437041,-0.888845
1788706547717,-0.708133,-0.742252
1788706547738,-0.639197,-0.725183
1788706547758,-0.226657,-0.656523
1788706547789,-0.150049,-0.432215
1788706547814,-0.167129,-0.378233
1788706547835,0.173933,-0.201820
1788706547859,0.323981,-0.009184
1788706547886,0.107853,0.057718
1788706547914,0.667465,0.221221
1788706547935,-0.084251,0.237796
1788706547964,0.830469,0.369103
1788706547985,0.835186,0.471344
1788706548007,0.322684,0.514311
1788706548033,0.344921,0.449802
1788706548053,0.463610,0.559374
1788706548074,0.675314,0.528343
1788706548100,0.670951,0.495496
1788706548132,0.936088,0.618177
1788706548153,1.045516,0.758296
1788706548180,0.694668,0.804507
1788706548204,1.071689,0.883782
1788706548226,0.989768,0.947546
1788706548246,0.656616,0.891651
1788706548281,0.624683,0.807485
1788706548305,0.291237,0.726799
1788706548326,0.926605,0.697782
1788706548359,0.532714,0.606371
1788706548382,-0.009938,0.473060
1788706548405,0.796722,0.507468
1788706548425,0.065229,0.462266
1788706548446,-0.284799,0.219986
1788706548469,0.069549,0.127353
1788706548489,0.335621,0.196464
1788706548510,-0.598365,-0.082553
1788706548532,-0.036875,-0.102974
1788706548554,-0.200562,-0.086126
1788706548574,-1.018341,-0.303704
1788706548595,-0.681685,-0.507166
1788706548615,-1.027695,-0.593032
1788706548637,-0.975955,-0.780848
1788706548660,-0.936054,-0.927946
1788706548685,-0.668533,-0.857984
1788706548706,-0.899170,-0.901481
1788706548726,-1.176876,-0.931318
1788706548749,-0.675789,-0.871284
1788706548769,-1.422292,-0.968532
1788706548791,-0.652472,-0.965320
1788706548812,-0.529321,-0.891350
1788706548833,-0.945493,-0.845073
1788706548853,-0.929450,-0.895806
1788706548877,-0.491735,-0.709694
1788706548897,-0.632477,-0.705695
1788706548918,-0.126435,-0.625118
1788706548940,-0.455108,-0.527041
1788706548962,0.170152,-0.307121
1788706548983,-0.075662,-0.223906
1788706549015,0.122218,-0.072967
1788706549037,0.115125,-0.024655
1788706549061,0.672054,0.200777
1788706549082,0.043338,0.175415
1788706549107,0.427717,0.276090
1788706549127,0.225220,0.296691
1788706549148,0.792297,0.432125
1788706549171,1.055839,0.508882
1788706549193,1.244296,0.749074
1788706549213,1.045930,0.872716
1788706549236,1.381833,1.104039
1788706549258,1.359942,1.217568
1788706549278,1.034422,1.213285
1788706549299,0.690323,1.102490
1788706549320,1.161473,1.125599
1788706549340,1.053587,1.059949
1788706549361,0.416168,0.871195
1788706549383,1.325039,0.929318
1788706549403,0.689902,0.929234
1788706549425,0.601579,0.817255
1788706549445,0.596095,0.725757
1788706549467,0.819321,0.806387
1788706549488,0.228054,0.586990
1788706549510,0.242594,0.497529
1788706549531,0.234225,0.424058
1788706549554,0.438745,0.392588
1788706549581,0.174783,0.263680
1788706549602,-0.127697,0.192530
1788706549622,-0.200691,0.103873
1788706549643,-0.960031,-0.134978
1788706549665,-0.559383,-0.334604
1788706549685,-1.004631,-0.570487
1788706549706,-0.680245,-0.680996
1788706549728,-0.756825,-0.792223
1788706549748,-0.949157,-0.790048
1788706549769,-1.140915,-0.906355
1788706549794,-0.962199,-0.897868
1788706549826,-1.191162,-1.000052
1788706549847,-1.461505,-1.140988
1788706549874,-0.561421,-1.063440
1788706549895,-1.234981,-1.082254
1788706549917,-0.669658,-1.023745
1788706549938,-1.280847,-1.041682
1788706549958,-1.228060,-0.994993
1788706549984,-0.221194,-0.926948
1788706550017,-0.880010,-0.855954
1788706550050,-0.472221,-0.816466
1788706550074,-0.758755,-0.712048
1788706550094,-0.585682,-0.583572
1788706550119,-0.607557,-0.660845
1788706550141,-0.260723,-0.536988
1788706550161,0.058799,-0.430784
1788706550182,0.446716,-0.189689
1788706550203,0.675454,0.062538
1788706550223,0.837649,0.351579
1788706550250,0.733897,0.550503
1788706550270,0.841609,0.707065
1788706550292,0.272562,0.672234
1788706550312,0.609830,0.659109
1788706550333,0.443804,0.580340
1788706550353,0.801802,0.593921
1788706550375,1.446329,0.714865
1788706550396,1.032013,0.866756
1788706550418,1.267500,0.998290
1788706550441,1.463830,1.202295
1788706550461,1.279192,1.297773
1788706550484,0.702562,1.149019
1788706550514,1.115313,1.165679
1788706550535,0.759486,1.064077
1788706550558,0.833335,0.937978
1788706550581,0.170809,0.716301
1788706550602,0.823200,0.740429
1788706550622,0.468200,0.611006
1788706550643,0.739268,0.606962
1788706550663,0.021606,0.444617
1788706550685,-0.471038,0.316247
1788706550708,0.192283,0.190064
1788706550728,-0.377570,0.020910
1788706550753,-0.020313,-0.131006
1788706550779,-0.147181,-0.164764
1788706550800,-0.849490,-0.240454
1788706550823,-1.071362,-0.493183
1788706550848,-0.401796,-0.498028
1788706550869,-1.263716,-0.746709
1788706550890,-0.897467,-0.896766
1788706550911,-0.973938,-0.921656
1788706550932,-0.636519,-0.834687
1788706550963,-0.908542,-0.936036
1788706550984,-0.552624,-0.793818
1788706551004,-1.207096,-0.855744
1788706551025,-0.774819,-0.815920
1788706551046,-0.868771,-0.862370
1788706551067,-0.667911,-0.814244
1788706551090,-0.355596,-0.774839
1788706551116,-0.729574,-0.679334
1788706551137,-0.107263,-0.545823
1788706551157,-0.689277,-0.509924
1788706551181,-0.517332,-0.479808
1788706551201,0.050886,-0.398512
1788706551222,-0.207788,-0.294155
1788706551243,-0.069745,-0.286651
1788706551264,0.074965,-0.133803
1788706551289,0.615701,0.092804
1788706551312,0.095499,0.101726
1788706551333,0.074622,0.158208
1788706551354,0.605397,0.293237
1788706551375,0.669365,0.412117
1788706551397,0.709465,0.430870
1788706551418,1.169448,0.645659
1788706551441,0.924361,0.815607
1788706551462,0.802643,0.855056
1788706551486,1.166263,0.954436
1788706551510,0.648285,0.942200
1788706551531,1.264581,0.961227
1788706551553,1.085104,0.993375
1788706551573,1.258930,1.084633
1788706551593,0.618139,0.975008
1788706551614,0.416267,0.928604
1788706551634,0.471765,0.770041
1788706551655,0.378569,0.628734
1788706551677,0.183009,0.413550
1788706551698,0.484736,0.386869
1788706551719,0.812885,0.466193
1788706551741,0.644061,0.500652
1788706551765,0.205412,0.466021
1788706551788,0.000890,0.429597
1788706551808,0.019177,0.336485
1788706551829,-0.268130,0.120282
1788706551852,-0.775336,-0.163597
1788706551873,-0.385449,-0.281770
1788706551895,-0.758570,-0.433662
1788706551915,-1.074184,-0.652334
1788706551937,-0.890684,-0.776845
1788706551957,-1.132075,-0.848192
1788706551978,-1.043308,-0.979764
1788706551999,-0.986014,-1.025253
1788706552021,-0.717561,-0.953928
1788706552042,-1.356811,-1.047154
1788706552065,-0.563585,-0.933456
1788706552085,-1.312918,-0.987378
1788706552107,-1.185266,-1.027228
1788706552131,-1.402214,-1.164159
1788706552154,-0.346164,-0.962029
1788706552176,-0.292587,-0.907830
1788706552197,-0.543547,-0.753956
1788706552220,-0.346886,-0.586280
1788706552243,-0.931914,-0.492220
1788706552264,-0.717624,-0.566512
1788706552285,-0.696471,-0.647288
1788706552307,0.140755,-0.510428
1788706552327,-0.341926,-0.509436
1788706552348,0.275729,-0.267907
1788706552368,0.247467,-0.074889
1788706552390,0.646545,0.193714
1788706552410,0.921043,0.349772
1788706552431,1.079641,0.634085
1788706552454,0.311583,0.641256
1788706552475,1.041730,0.800108
1788706552497,1.174555,0.905710
1788706552517,1.395895,1.000681
1788706552539,1.129599,1.010672
1788706552560,1.462582,1.240872
1788706552580,0.864548,1.205436
1788706552603,1.008789,1.172283
1788706552626,1.330743,1.159252
1788706552646,0.551834,1.043699
1788706552667,1.319808,1.015144
1788706552688,0.354725,0.913180
1788706552709,0.363852,0.784192
1788706552730,0.523691,0.622782
1788706552751,0.769771,0.666369
1788706552772,0.884744,0.579357
1788706552794,-0.063419,0.495728
1788706552818,0.318663,0.486690
1788706552842,0.355109,0.452974
1788706552863,0.478591,0.394738
1788706552885,-0.234824,0.170824
1788706552905,-0.535904,0.076327
1788706552926,0.034321,0.019459
1788706552948,-0.095482,-0.070660
1788706552972,-0.126761,-0.191730
1788706552994,-0.791175,-0.303000
1788706553016,-0.783870,-0.352593
1788706553036,-0.784977,-0.516453
1788706553059,-0.821406,-0.661638
1788706553090,-1.130464,-0.862378
1788706553110,-0.639147,-0.831973
1788706553131,-0.791051,-0.833409
1788706553153,-0.789359,-0.834285
1788706553174,-1.051826,-0.880369
1788706553194,-1.170079,-0.888292
1788706553223,-0.983084,-0.957080
1788706553244,-0.506130,-0.900096
1788706553285,-0.622466,-0.866717
1788706553305,-0.992192,-0.854790
1788706553326,-0.410094,-0.702793
1788706553347,-0.292972,-0.564771
1788706553368,-0.188812,-0.501307
1788706553389,0.249497,-0.326915
1788706553410,0.369088,-0.054659
1788706553431,0.021649,0.031690
1788706553452,0.172118,0.124708
1788706553476,0.032172,0.168905
1788706553501,0.025405,0.124086
1788706553525,0.462375,0.142744
1788706553545,0.893419,0.317098
1788706553567,0.824890,0.447652
1788706553589,0.664928,0.574203
1788706553609,0.569659,0.683054
1788706553629,0.413278,0.673235
1788706553651,0.825445,0.659640
1788706553672,0.566552,0.607972
1788706553693,1.146918,0.704370
1788706553715,0.738196,0.738078
1788706553735,1.301825,0.915787
1788706553757,0.941179,0.938934
1788706553778,1.226901,1.071004
1788706553799,1.066235,1.054867
1788706553821,1.062100,1.119648
1788706553841,0.944472,1.048177
1788706553861,0.206479,0.901237
1788706553893,0.471245,0.750106
1788706553914,0.222515,0.581362
1788706553934,0.524373,0.473817
1788706553956,0.285433,0.342009
1788706553978,0.360708,0.372855
1788706554008,-0.210046,0.236597
1788706554034,-0.160302,0.160033
1788706554062,-0.572179,-0.059277
1788706554098,-0.367579,-0.189880
1788706554130,-0.671334,-0.396288
1788706554151,-0.998555,-0.553990
1788706554172,-1.041138,-0.730157
1788706554194,-1.049380,-0.825597
1788706554217,-0.904041,-0.932890
